url,category,title,subtitle,from,published,content

Action for Children and Barnardo’s have been campaigning on this issue for a long time. Today’s announcement by the Government is a very positive step, and will help to ease the difficult transition from care to adulthood for many of our most vulnerable and neglected young people.

Barnardo’s chief executive Anne Marie Carrie said:

We are delighted that the Government listened to our call to ensure that children in care are given special support to ensure they enjoy the same life chances as other young people. The boost this money will give care leavers cannot be underestimated.  As the UK’s largest children’s charity we are also pleased that the scheme provides an opportunity for those wanting to give something back to society to invest in the futures of some of our most vulnerable children and young people.

Payments under the scheme, which was first announced by the Chancellor of the Exchequer in 2011, are intended as a long-term asset that the child can draw on later in life. The Department is now considering the best way to provide financial education to these young people and their carers so they are prepared to make important decisions about how to use their money. The families and carers of looked after children may also choose to pay into the accounts.

Lee, care leaver aged 21, said:

When I left care it was a really daunting time - I was suddenly on my own and needed to work out how to live independently as an adult. I had to grow up fast. I was also really aware that I didn’t have any savings, and that limited the plans I could make. Just having a bit of financial support would have made a real difference. It would have helped me to stand on my own two feet, made me feel safer and less stressed, and I’m sure the new savings account will do just that for young people leaving care.

Rachel Rogers, participation worker for Action for Children’s Dorset Children’s Rights Service, said:

Leaving the care system can be very difficult for young people. They have to fend for themselves for the first time and, unlike their peers, they don’t have family to call on for either emotional or financial support. Having some savings to fall back on will give them a sense of security and will open up new opportunities as they plan an independent future. It will enable them to buy household items as they set up their own home or it will help with transport costs for college or work. These things really will transform the lives of most vulnerable young people in our society.

The Department for Education will be launching a competition to select the best partners to operate the scheme before the end of this year.  Potential partners will need to demonstrate they have the skills and experience to understand the financial needs of looked after children so they make the right investment choices for them.

The Government believes the scheme will give generous individuals and organisations the opportunity to channel financial support directly to those who are most in need, helping looked after children take the chances that may otherwise be denied them. The Department will also consider how potential partners will raise additional voluntary contributions to boost savings and distribute amongst looked after children.

This announcement comes on the day that Junior ISAs are launched.  From today, parents will be able to open a Junior ISA account for their children from a range of high street financial institutions.

Previously, some looked after children received additional financial support from the Government through Child Trust Funds (CTFs). The new scheme continues this support for all children who did not benefit from CTFs.  This includes those born after the CTF scheme was stopped, as well as older children who never benefitted from CTFs.

We estimate that around 55,000 children across the UK will benefit in the first year - most looked after children over the age of 10 who have been in care for a year or more, as well as very young children born after the end of CTFs.  We estimate a further 14,000 will become eligible in each subsequent year.  These numbers are estimates because exact numbers of beneficiaries will depend on future numbers of children in care.

The first payments will be made in 2012.  We expect to complete a competition to appoint the best partners to operate the scheme in early in 2012.  The appointed partner will open the accounts and make the payments The first accounts will be opened on behalf of looked after children in 2012.

The scheme is UK wide and the Government has made provision for looked after children in the three devolved administrations to receive these funds.  The same eligibility criteria will apply.

The final sum of the savings will depend on the rates of return provided by individual Junior ISAs, how old the child is when the account is first opened, the amounts of voluntary donations that the scheme partners can attract and any additional payments made into the Junior ISA by carers, parents or other relatives.

The reportOn Our Own Two Feet, published by Action for Children and Barnardo’s illustrates young people’s interest in such a scheme.

DfE media enquiries

Central newsdesk - for journalists 020 7783 8300

Website:www.education.gov.uk/help/contactus"
https://www.gov.uk/government/news/academies-see-double-the-increase-of-other-maintained-schools-at-gcse,Press release,Academies see double the increase of other maintained schools at GCSE,"Information on academies’ GCSE results, which have improved by more than twice the level of other maintained schools.",Department for Education and The Rt Hon Nick Gibb,20 October 2011,"Only a fifth of pupils took the core academic GCSEs this year.

Figures out today reveal that academies’ GCSE results have improved by more than twice the level of other maintained schools.

The provisional GCSE results for 2011 show that:

The statistic for academies is based on the 166 sponsored academies with results in both 2010 and 2011. Their performance is particularly impressive as these academies replaced historically underperforming schools in deprived areas.

Schools Minister Nick Gibb said:

The government believes that teachers and head teachers know best how to run schools. Academy status gives professionals the freedom they need to do their job and today’s figures show that that autonomy works. Academies continue to outperform the national average, completely transforming previously underperforming schools serving some of the most deprived communities.

The government is turning around more underperforming schools than ever before. In May 2010 there were a total of 203 sponsored academies. Since then the coalition has opened 116 more sponsored academies. More sponsored academies will open this academic year than in the history of the academies programme. The government has also allowed good schools to take on academy freedoms. 1,031 schools have chosen to do so.

The results also show that just a fifth of pupils studied the core academic subjects that make up the English Baccalaureate (EBacc). Only one in six pupils managed to secure good grades in a combination of English, maths, a language, history or geography, and two sciences.

The provisional GCSE results for 2011 show that:

Ministers have been clear that all pupils, regardless of their background, should be given the opportunity to study the core academic subjects.

Research recently published by the Department for Education showed the huge positive impact the EBacc is having on future GCSE choices. Since its introduction, 47 per cent of pupils taking GCSEs in 2013 are now studying a combination of EBacc subjects.

The researched showed that, compared to entries in 2010, there is an increase in the percentage of pupils taking GCSEs in the EBacc subjects in 2013 by:

Schools Minister Nick Gibb said:

It is a scandal that four-fifths of our 16-year-olds did not take the core academic GCSEs that universities and employers demand - when far more are capable of doing so.

Parents across the country rightly expect that their child will receive a broad and balanced education that includes English, maths, science, a language and history or geography. Sadly, all too often it is the pupils from the poorest backgrounds who are denied this opportunity. Last year, only 4% of children from poorer backgrounds achieved the English Baccalaureate GCSEs, compared to 17% of their peers.

The coalition government is reversing this shameful decline. Since the introduction of the EBacc, more young people are choosing to study the academic subjects which give them the knowledge and skills they need to progress to further study or to rewarding employment.

The EBacc is not compulsory but it is about closing the attainment gap between rich and poor and about increasing opportunity.

The provisional GCSE and A level results for 2011 also show that:

On A levels, Nick Gibb added:

A Levels are a key stepping stone towards higher education and future careers. It’s only right that we make sure our qualifications match the best in the world and keep pace with the demands of employers and universities.

It is astonishing that three times as many private school pupils are achieving three A grades or higher at A level compared to pupils from state schools. We must close this gap - which is why we are driving up teaching standards across the profession and developing a world-class curriculum for all.

Proportion of pupils who took GCSEs in summer 2011

Proportion of pupils who took GCSEs in summer 2010

Proportion of pupils taking GCSEs in summer 2013

2010-2013 change

Percentage increase in numbers of pupils studying the subject 2010-2013

Ebacc Combination

TheNatCen surveywas published in August 2011 and it showed that:

Since last year a large number of iGCSEs, many of them with significant numbers of entries, have been accredited and have therefore now been included in these statistics. These have had a significant effect on the statistics published in this SFR, most notably for those covering the independent schools. This is reflected in the overall number of pupils achieving 5 A*-C grades including English and maths.

The English Baccalaureate was introduced by the Department for Education as an additional measure in the performance tables published in January 2011.

In 2010, 22% of pupils were entered for the EBacc, with 15.6% achieving the award.

For these statistics, the date of 12 September 2010 has been used to determine the status of a school. Any schools which converted to an academy on or before this date have been published as an academy and those that have converted after this date have been treated as their predecessor school type.

The statistic for academies is based on the 166 sponsored academies that had results in both 2010 and 2011. This group of academies is used so that the year-on-year comparison is made across a consistent group of schools.

DfE media enquiries

Central newsdesk - for journalists 020 7783 8300

Website:www.education.gov.uk/help/contactus"
https://www.gov.uk/government/news/lord-carlile-submits-review-of-the-edlington-case,News story,Lord Carlile submits review of the Edlington Case,Today (16 November 2012) Lord Carlile has submitted his review of the Edlington Case to Education Secretary Michael Gove.,Department for Education and The Rt Hon Michael Gove,16 November 2012,"This review was commissioned by the Secretary of State in March 2012 following full publication of the Edlington Serious Case Review. He was concerned that although the SCR documented key events in the case of the J brothers there was insufficient scrutiny of what could have been done differently.

As part of his review Lord Carlile looked at wider child protection issues as well as focusing closely on the situation in Doncaster.

Later today the Education Secretary, Michael Gove, will welcome Lord Carlile’s report in his speech on child protection hosted by IPPR.

The full Carlile Review -The Edlington case: A review by Lord Carlile of Berriew CBE QC- can be found in the publications section.

DfE media enquiries

Central newsdesk - for journalists 020 7783 8300"
https://www.gov.uk/government/news/bold-new-programme-to-get-young-people-ready-for-work,Press release,Bold new programme to get young people ready for work,Skills Minister Matthew Hancock has set out plans for a new programme to equip young people with the skills to compete for apprenticeships and other jobs.,Department for Education,10 January 2013,"The new traineeships programme, which could be in place by September 2013, would provide young people aged 16 to 24 with a tailor-made package of support that will give them the confidence, skills and experience to compete in the labour market with more experienced adults. A traineeship could be seen as a crucial stepping stone to an apprenticeship - a job with training to industry standards - or other jobs, for those young people who currently lack the necessary skills.

Employers, education and training providers, and young people have been invited to comment on the government’s proposals to help develop the new programme. The discussion paper sets out the government’s vision for traineeships, which would include:

The initiative is part of the government’s wider aim to ensure the future workforce possesses the skills that employers want in their apprentices and employees.

Skills Minister Matthew Hancock said:

We want to support everyone in our country to reach their personal best. To do that, we are introducing traineeships to help young people with the skills they need to get a job, and hold down a job.

That’s vital for our economy to compete in the global race. And it’s a question of fairness.

Traineeships will give young people the helping hand and experience they need to compete for apprenticeships and good jobs.

Professor Alison Wolf, who conducted a review of vocational education for the government, said:

Long term changes in the labour market have been very hard on young people. It is increasingly difficult for them to gain the work experience and workplace skills that help them move into permanent employment. In my review I argued that the government needed to address this issue as a matter of urgency, and I am delighted to see that they are indeed doing so.

Last year’s CBI annual education and skills survey showed that almost two thirds - 61% - of employers were unsatisfied with the self-management skills of school leavers. Employers were also not satisfied with their literacy and numeracy skills - 35% and 30% respectively.

The aim of the programme will be to help those young people who are motivated by work, but whose lack of experience often means they fall short of employer expectations.

Martin Doel, Chief Executive of the Association of Colleges, said:

We have been arguing for some time for a pre-apprenticeship ‘offer’ to young people, a mixture of training and work experience that makes them attractive to employers and competitive for apprenticeships or for other jobs with training. We therefore welcome this consultation and the thinking that underlies the questions that it poses.

Seeking the views of employers, colleges and young people themselves on what is likely to work best is essential if we are to come up with the most effective programme.

Graham Hoyle OBE, Chief Executive of the Association of Employment and Learning Providers, said:

The development of traineeships represents a hugely significant step forward in ensuring young people currently without a job or training opportunity are better equipped to find either an apprenticeship or other type of worthwhile employment.

The government is also wise to consult widely and openly with providers and others to find the design most likely to be successful.  They suggest that flexibility and personalisation are likely to be the keys to success. They are correct.

Success in this venture promises to secure real progress in ensuring that our most vulnerable young people are helped in their quest for sustainable and rewarding employment.

The government wants the programme to be open to a wide range of young people including those not in education, employment or training (NEET), those interested in a course with an education or training provider or those looking for a job.

The length of a traineeship would reflect the specific needs of participants, but they are expected to last around 6 months.

There are similar schemes in place around the country, such as the Work Ready programme by St Helens Chamber and Work Pairings by PM Training. The government wants to build on these local programmes to create a universally recognised route for work-based learning for young people who aspire to an apprenticeship or other jobs, alongside the range of support already available for this group.

Ends

Further information on traineeships is available on the Department for Educationwebsite.

The ‘Richard review of apprenticeships’ was published in November 2012. It sets out a number of recommendations to government on how to reform the apprenticeships programme. It was written by social entrepreneur and former Dragon’s Den investor Doug Richard. You can access the Richard review on theDepartment for Business, Innovation and Skill’s website.

The CBI education and skills survey 2012 is available on theCBI website

Work Ready: St Helens Chamber, an accredited training provider, spotted a gap in provision where their members were telling them that young people applying for their vacancies were not work ready. They proactively developed a programme to fill that gap. Young people spend three weeks working on employability and interview skills and preparing for job search. Some are ready to find work at that point, but others move into a 10-week programme of intensive skills training and work experience. At the end of the programme, they are certified as Work Ready: Chamber Approved, a mark which has currency with local employers. Of 50 young people who began the programme since September 2012, by November, 20 had already moved into apprenticeships, jobs or College courses.

Work Pairings: PM Training is the social enterprise training arm of the Aspire Group. They have won work through open tender as well as providing services for their sister company, Aspire Housing. This includes maintenance contracts for housing stock and providing services from gardening to painting, decorating and environmental improvements. All of this work is carried out by teams involving an experienced professional, an apprentice and one or two work pairing trainees. After an initial period of intensive work preparation, young people go out as part of these teams to gain real workplace experience and build mentoring relationships with their supervisors and apprentices. As they become work ready, participants move into an apprenticeship with PM or are supported into an apprenticeship or job with an external employer, often from PM’s own supply chain.

DfE media enquiries

Central newsdesk - for journalists 020 7783 8300"
https://www.gov.uk/government/news/government-sets-out-strategy-to-be-positive-for-youth,Press release,Government sets out strategy to be Positive for Youth,Children’s Minister Tim Loughton publishes the government's new vision for youth services.,Department for Education and Tim Loughton,19 December 2011,"Young people across the country should be able to inspect their local youth services and advise on how to improve them, Children’s Minister Tim Loughton said today.

Publishing the government’s new vision for young people and youth services, Positive for Youth, the Minister called on every local authority to get young people involved in local decision-making.

The Government also wants local authorities to build stronger partnerships with voluntary organisations and local businesses to develop opportunities for young people in their local communities. Many businesses, such as Starbucks, 02 and the Co-operative are leading the way with innovative projects that are inspiring young people.

Positive for Youth brings together everything the Government is doing to support young people. It has been produced with youth professionals and young people themselves.

To build a society that is more Positive for Youth, the Government is:

Tim Loughton said:

For too long young people in this country have had a raw deal. The vast majority are law-abiding, want to do well at school and are making a positive contribution to their communities. More youngsters volunteer than any other group in society. We must recognise their achievements.

I want Positive for Youth to be a turning point in how we view and treat young people, and in how we think about youth services. In a tough economic climate, bringing in charities and businesses to help develop and provide youth services is the way forward. There are some superb projects run by organisations like British Youth Council, O2, Starbucks and the Co-operative, building links between young people and their local communities.

Councils should also think about how to get young people involved in decisions that affect them. I want them to open their doors to young people and get them involved - auditing and inspecting local services and listening to their ideas on how to improve things.

Raising young people’s aspirations and educational attainment is crucial to their success in life. The Government has already announced in the Schools White Paper: The Importance of Teaching, significant reforms and investment to radically improve educational standards. The Government also set out last week a new strategy to increase young people’s participation in learning and work, Building Engagement, Building Futures.

The Government will be measuring progress by local authorities, and central government, in delivering better, more targeted opportunities for young people.

Without creating new burdens on local authorities, the Government will publish annual data on positive and aspirational measures for young people.

The Government will also publish at the end of 2012 a ‘one year on’ progress update towards creating a society which is more positive for youth.

Kris Engskov, managing director of Starbucks UK & Ireland, said:

There are growing pressures facing youth today, but there are still many reasons to be optimistic about the large number of incredible young people with the ambition and enthusiasm to make a difference in their communities.  They deserve our support and they deserve to be heard.  That’s why we’re backing today’s ‘Positive for Youth’ initiative and why we are giving funding and training to young people across the country through our Starbucks Youth Action Programme.

Ronan Dunne, Chief Executive Officer, Telefonica UK Ltd said:

We believe in young people.  That is why we run O2 Think Big - a social action programme that provides funding, training and support for young people who are running projects across the UK to improve their local communities.

I am constantly struck by the desire of young people to contribute to society, to make a positive difference to the world around them. Thousands of our staff gets involved in their local Think Big projects and many of the young people we support spend time inside the company to learn more about our business and the world of work.  Giving young people the support and opportunities they need to fulfil their potential is one of the biggest challenges facing the country.  We welcome the Government’s Positive for Youth initiative.

Peter Marks, Group Chief Executive of The Co-operative Group, said:

‘Positive for Youth’ represents an ambitious challenge for everyone - Government, business and society alike - to do what they can to motivate, support and inspire young people. It’s a really tough time to be a young person in Britain and at The Co-operative we believe businesses have a real responsibility to help motivate and inspire young people by giving them new opportunities to gain the skills, knowledge and experiences to be pioneers for their generation.

A quarter of our employees at The Co-operative are under 25 and it is our vision to bring about a cultural shift in the way that young people are viewed and treated in this country. Over the last two years, our Truth about Youth programme has brought over 36,000 adults and young people together from seven UK cities to tackle the widespread negative perceptions of youth. In addition, through our Apprenticeship Academy and our Inspiring Young People campaign, we are offering young people new opportunities to change their world for the better. As a society, we must start talking up the young and see them as the solution rather than the problem. We are delighted to welcome the Minister to our Truth about Youth project at Oval House in South London today and we are committed to working in partnership with the Government to support young people and hope others will join us in being ‘Positive for Youth’.

Liam Preston - Chair,British Youth Council, said:

To be ‘positive for youth’ is a great attitude and starting point for a journey of real improvement for young people through tough times. The policy ‘Positive for Youth’ is also a starting point and marks a commitment to make things better and I particularly like its promises to involve more young people along the way and to get them greater recognition for the positive part they play through the media.

The British Youth Council and UK Youth Parliament stand ready and willing to play their part but this will not only include championing greater recognition for success, but also holding decision makers to account if they let us down or if the promises don’t deliver.

Anne Longfield OBE, Chief Executive of 4Children said:

This document is a clarion call to all of us to make young people a priority. The challenge now is for councils, teachers, youth workers, health professionals and the police to combine their expertise and resources to truly help young people flourish. We must invest in our young people’s future.

Martina Milburn, chief executive of The Prince’s Trust and co-chair of the Youth Action Group, said:

The Youth Action Group was established to focus and advise government on helping the most disadvantaged young people.  We very much welcome the Positive for Youth statement by the government, which takes up many of our ideas and urges a change of mindset in attitudes to young people across government and broader society.  We know that young people have huge potential and enthusiasm to contribute to society and it is great to see that government shares this perspective.  The monitoring and outcome indicators will be a vital tool in ensuring this statement really makes an impact, particularly for the young people who are currently most marginalised.  The Youth Action Group will play a key role in holding the government to account on this.

Positive for Youth has been developed in partnership with young people, the voluntary and community sector and businesses. It is available on theDepartment’s website.

The Department is providing £850,000 for 2011-2013 to theBritish Youth Council, who will work in partnership with National Children’s Bureau and UK Youth, to promote youth voice in local communities.

The Department has announced today that is providing £320,000 to Business in the Community until March 2013 to broker business engagement with young people.

The new measures of to be published annually on outcomes for young people are:
* % of 16 to 18s reporting that they are satisfied with their lives;
* % of 16 to 19s volunteering;
* % of 16 and 17 year olds in education and work-based learning;
* % of 18 year olds in education, employment or training;
* % of young people aged 19 who have claimed free school meals achieving level 3 (to focus on improving their outcomes relative to others)
* % of 19 year olds achieving Level 2;
* % of 10 to 17 year olds who have not had any contact with the criminal justice system (as measured by a reprimand, warning or conviction);
* % of 11 to 15 year olds misusing drugs and alcohol; and
* conceptions per 1000 15 to 17 year olds.

DfE media enquiries

Central newsdesk - for journalists 020 7783 8300"
https://www.gov.uk/government/news/gcse-and-a-level-performance-tables-and-school-spend-data-published,News story,GCSE and A level performance tables and school spend data published,Exam performance data 2010 published by the DfE to provide parents with more information about school performance and expenditure.,Department for Education and The Rt Hon Nick Gibb,12 January 2011,"The Department for Education has today published the 2010 performance tables for GCSEs, A levels and equivalent qualifications.

Parents will, for the first time today, have more information about how schools are performing in providing a rounded academic education for children, along with how they spend their money. In addition, for the first time ever, parents will be able to use the Department for Education website to create their own performance tables that rank local schools or to compare them with others.

Nick Gibb discusses the school performance tables

The figures published show:

Education Secretary Michael Gove said:

This is the most detail parents and the public have ever had about how children are performing in England’s secondary schools.

Children, parents and schools should be proud of their results, which have been achieved through all the hard work they have put in. But as the international evidence from PISA shows us, England still lags behind other nations. We have not succeeded in closing the gap and in raising attainment for all students.

That’s why we are reforming our school system by learning from the best-performing countries. In nearly every other developed country in the world children are assessed in a range of core academic subjects at 15 or 16. That is why the Coalition introduced the English Baccalaureate as a measure of performance.

The key performance measure remains the number of children who get 5 A* to C passes at GCSE including English and maths.

I am open to arguments about how we can further improve every measure in the performance tables - including the English Baccalaureate. But I am determined to ensure that our exam standards match the highest standards around the world.

The spending data published today will also allow parents, researchers and the general public for the first time to look at how much individual schools spent per pupil last year on areas such as teaching staff, energy and catering, to judge if a school is making the best use of the funding allocated to them. Schools can compare how they are spending their money compared to other schools.

Nick Gibb discusses performance tablesAn audio recording of the Schools Minister talking about the school performance tables released today.

Parents get more information about school performanceCoalition government publishes new data about the performance and expenditure of secondary schools in England.

DfE media enquiries

Central newsdesk - for journalists 020 7783 8300"
https://www.gov.uk/government/news/chancellor-extends-furlough-and-loan-schemes?utm_content=&utm_medium=email&utm_name=&utm_source=govdelivery&utm_term=,News story,Chancellor extends furlough and loan schemes,"The furlough scheme has been extended until the end of April 2021 with the government continuing to contribute 80% towards wages – giving businesses and employees across the UK certainty into the New Year, the Chancellor announced today.",HM Treasury,17 December 2020,"certainty for millions of jobs and businesses as furlough scheme extended until the end of April 2021

businesses struggling will have now until the end of March to access government generous loan schemes

Chancellor also confirmed that the Budget will be on the 3 March and set out the next phase of the plan to tackle the virus and protect jobs

In a move to ensure firms can access the support they need through continuing economic disruption, Rishi Sunak also confirmed he would be extending the government-guaranteed Covid-19 business loan schemes until the end of March.

These changes come ahead of the Budget, which the Chancellor has confirmed will take place on 3 March 2021. This will deliver the next phase of the plan to tackle the virus and protect jobs, so the extensions to the business loan and furlough schemes enable businesses to plan with certainty and access support in the first few months of the New Year ahead of the further update on wider Covid-19 economic support.

So far, the Coronavirus Job Retention Scheme (CJRS) scheme has protected 9.6 million jobs across the UK with more than one million businesses accessing loans to help them through the crisis.

Chancellor of the Exchequer Rishi Sunak said:

“Our package of support for businesses and workers continues to be one of the most generous and effective in the world – helping our economy to recover and protecting livelihoods across the country.

“We know the premium businesses place on certainty, so it is right that we enable businesses to plan ahead regardless of the path the virus takes, which is why we’re providing certainty and clarity by extending this support, as well as implementing our Plan for Jobs.”

Business Secretary, Alok Sharma, said:

“While our loan schemes have provided a vital lifeline to millions of firms across the country, we know that business owners need additional certainty as we head into the New Year.

“Extending government-backed loan schemes will give companies right across the UK the finance they need to support, protect and create jobs as we build back better from the pandemic.”

The Chancellor said he would review the employer contribution element of the CJRS in January, but decided to bring this forward to allow businesses to plan ahead for the remainder of the winter and the New Year.

The government will continue to pay 80% of the salary of employees for hours not worked until the end of April. Employers will only be required to pay wages, National Insurance Contributions (NICS) and pensions for hours worked; and NICS and pensions for hours not worked.

The eligibility criteria for the UK-wide scheme will remain unchanged and these changes will continue to apply to all Devolved Administrations.

Extending the scheme until the end of April means businesses across the country will have certainty about what support will be available to them.

Businesses will also be given until the end of March to access the Bounce Back Loan Scheme, Coronavirus Business Interruption Loan Scheme, and the Coronavirus Large Business Interruption Loan Scheme. These had been due to close at the end of January.

The schemes have already provided over £68 billion in guaranteed loans, and helped to keep afloat business in all sectors of the UK economy who have been impacted by coronavirus.

We are extending the schemes now, ahead of Christmas and further into the new year, to ensure that businesses can continue to access the support they need to grow and recover.

The government has already announced that more support will be available beyond March, through a successor loan scheme. More details of the scheme will be announced in due course, with the government providing a further update on wider Covid-19 economic support at the Budget on 3 March.

The furlough and loan schemes are part of the government’s wider plan to support, create and protect jobs through its Plan for Jobs. This includes the Kickstart Scheme, more investment in training and skills as well as the Self Employment Income Support Scheme grant, with a fourth grant being made available from February to April 2021.

Further information:"
https://www.gov.uk/government/news/earnings-continue-to-grow-for-recent-graduates?utm_source=843ad98b-3eb2-40ca-8bc8-f026c85dfe2a&utm_medium=email&utm_campaign=govuk-notifications&utm_content=immediate,News story,Earnings continue to grow for recent graduates,The Universities Minister has welcomed figures out today which show that median earnings for recent graduates increased in 2016/17.,Department for Education and The Rt Hon Chris Skidmore,28 March 2019,"Earnings for recent graduates have continued to increase, reinforcing the financial benefits a degree can bring for the vast majority of students, new figures have revealed today (28 March).

Thestatisticspublished by the Department for Education show that median earnings in 2016/17 for graduates one and three years after completing a degree have increased from the previous year to £19,900 one year after graduating, and £23,300 three years after graduating. These earnings at one and three years also increased after being adjusted for inflation.

The figures are one part of the Government’s drive to make data more available than ever before to help inform students’ choices, and these statistics play a vital role in helping students and parents to understand the likely earnings and outcomes for different subjects.

However financial outcomes are just one of the considerations for students when choosing a degree subject, as students will make career choices not solely based on a likely graduate salary but also social value and job satisfaction.

Universities Minister Chris Skidmore said:

We now have record rates of English 18-year-olds going into higher education, so I am delighted to see that graduate earnings have continued to increase for recent graduates, showing that it pays to study in our world-class higher education system.

We want students and their parents to have the best possible information about higher education. This data is an invaluable tool to help prospective students make the right choice and know what to expect from the course they choose.

It is vital that we ensure that higher education carries on delivering for students, the taxpayer and the economy, and it will continue to do so as long as we focus relentlessly on quality in our system.

The data out today shows how earnings varied for different subjects in 2016/17 from one to ten years after graduating, from disciplines like creative arts and design through to medicine and dentistry.

The figures also show that the gap between median earnings for male and female graduates has widened in 2016/17, with a 15% difference between what male and female graduates earned five years after completing their degree, compared to 12% in 2014/15.

This latest data on graduate earnings follows research published in November which, for the first time, used the LEO dataset to compare the earnings by subject, institution and course for people who went to higher education to those with similar background characteristics who did not.

The research by the IFS showed that the vast majority of graduates with a degree earn more at the age of 29 than those who did not go to university – particularly female graduates who saw a greater difference in what they earned compared to women who didn’t complete a degree than male graduates to their counterparts."
https://www.gov.uk/government/news/scholarships-continue-as-physics-teacher-recruitment-rises,Press release,Scholarships continue as physics teacher recruitment rises,Details of continued investment in physics teaching.,Department for Education and The Rt Hon Michael Gove,6 September 2012,"Education Secretary Michael Gove has today (Thursday) announced the continuation of a £2m-a-year partnership between the Department for Education (DfE) and the Institute of Physics (IOP).

In a sustained effort to overcome the chronic shortage of specialist physics teachers, Michael Gove has announced that IOP’s teacher training scholarships will continue.

Education Secretary Michael Gove said:

Following the successful recruitment of 115 excellent trainee teachers this year, I’m delighted to announce another recruitment round over this academic year.

We are starting to see the root causes of our physics teacher shortage being addressed. By raising the status of the profession, we’re bringing highly sought-after physics graduates and career-changers, all with incredible aptitude to teach, into the classroom.

The £20,000 scholarships - available to graduates with a 2:1 or first class degree intending to do a mainstream physics, or physics with maths, initial teacher training course - have contributed to another year of record high physics teacher recruitment.

IOP has also today published a summary of trends in physics education and, as the note reports, “While there is no magic bullet to remedy the chronic shortage of physics teachers, the situation is starting to improve as steps have been taken by both the IOP and the Department for Education”.

With a need to recruit 1,000 new specialist physics teachers every year for more than a decade to address the imbalance between the number of specialist biology, chemistry and physic teachers in science departments across England, there is still a long way to go.

Professor Peter Main, director of education and science at IOP, said:

For the second year running, we are seeing record numbers of would-be teachers starting teacher training courses in either physics or physics with maths.

Last year, we saw 889 new trainees start their initial teacher training and this year all evidence suggests that we’ll see more than 900 entering teacher training. This is up from below 600 just two years ago.

IOP credits a range of developments with the strides being made to address the teacher shortage; from the government’s introduction of ambitious teacher recruitment targets for physics through to the teacher training scholarships and efforts being made to retain greater numbers of physics teachers in the profession once qualified.

With the shortage due to persist for at least a decade another government-funded programme called the Stimulating Physics Network continues to work with non-specialist physics teachers to ensure non-specialists (often biologists) have the knowledge, enthusiasm and confidence to successfully teach physics.

The IOP’s note on the summary of trends in physics education can be found on theInstitute of Physicswebsite.

The Institute of Physics is a leading scientific society promoting physics and bringing physicists together for the benefit of all. It has a worldwide membership of around 45,000 comprising physicists from all sectors, as well as those with an interest in physics. It works to advance physics research, application and education; and engages with policymakers and the public to develop awareness and understanding of physics. Its publishing company, IOP Publishing, is a world leader in professional scientific publishing and the electronic dissemination of physics. Go to theIOP website.

The Teaching Agency is responsible for initial teacher training (ITT) in England. It provides a comprehensive programme of support to help graduates become a teacher, providing guidance all the way through the application process. People interested in becoming a teacher should visit the Department for Education’sGet Into Teachingpage or contact the Teaching Line on 0800 389 2500.

DfE media enquiries

Central newsdesk - for journalists 020 7783 8300

Website:www.education.gov.uk/help/contactus"
https://www.gov.uk/government/news/sure-start-childrens-centres-statutory-guidance,News story,Sure Start children’s centres statutory guidance,Details of the government's new approach to Sure Start children’s centres through statutory guidance.,Department for Education and Sarah Teather,17 February 2011,"The government is committed to Sure Start Children’s Centres.

Children’s centres play a crucial role in early intervention, ensuring families can get help when they need it, tackling issues early and helping to prevent costly problems from emerging later on. The Government wants the network of children’s centres to be retained but focused much more effectively on those families who need them the most. We have ensured there is enough money in the system through the new Early Intervention Grant (EIG) to keep the network of children’s centres.

Local authorities continue to have duties under the Childcare Act 2006 to consult before opening, closing or significantly changing children’s centres, and to secure sufficient provision to meet local need so far as is reasonably practicable. Statutory guidance (published in March 2010) accompanies these duties, which outlines how the Apprenticeships, Skills, Children and Learning Act 2009 provisions relate to children’s centres.

The statutory guidance advises local authorities, primary care trusts and Jobcentre Plus on the action they should take to comply with their duties. Although the delivery context has changed, these duties remain current. The guidance will be particularly useful to local authorities, as they work with their local communities to plan future children’s centre provision.
