,source,id,url,parent_url,cc_url,content_truncated,result,result_text
41,df_selected_urls_2024_p2,272,https://www.gov.uk/government/news/fair-funding-for-all-schools,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474746.1/wet/CC-MAIN-20240228211701-20240229001701-00734.warc.wet.gz,"fair funding for all schools - gov.uk
cookies on gov.uk
we use some essential cookies to make this w",free school meals,"schools’ funding can vary by as much as £1,800 per pupil. in a secondary school of 1,000 pupils, that is a difference of around £1.8 million. this could pay for around 40 extra teachers.
in one local authority, a school with 43% of its pupils eligible for free school meals received £3,367 per pupil. in another local authority, a school with only 10% of its pupils eligible for free school meals received £4,032 per pupil. this is a difference of £655 per pupil.
the system cannot respond to changes in the type"
42,df_selected_urls_2024_p2,272,https://www.gov.uk/government/news/fair-funding-for-all-schools,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474746.1/wet/CC-MAIN-20240228211701-20240229001701-00734.warc.wet.gz,"fair funding for all schools - gov.uk
cookies on gov.uk
we use some essential cookies to make this w",school meals,"ls’ funding can vary by as much as £1,800 per pupil. in a secondary school of 1,000 pupils, that is a difference of around £1.8 million. this could pay for around 40 extra teachers.
in one local authority, a school with 43% of its pupils eligible for free school meals received £3,367 per pupil. in another local authority, a school with only 10% of its pupils eligible for free school meals received £4,032 per pupil. this is a difference of £655 per pupil.
the system cannot respond to changes in the types of "
43,df_selected_urls_2024_p2,276,https://www.gov.uk/government/news/pupil-premium-awards-celebrate-schools-helping-disadvantaged-pupils,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474746.1/wet/CC-MAIN-20240228211701-20240229001701-00829.warc.wet.gz,"pupil premium awards celebrate schools helping disadvantaged pupils - gov.uk
cookies on gov.uk
we us",free school meals," get on and improve by innovative use of the pupil premium.
winning schools took home cash rewards of up to £10,000, in recognition of the way they have pioneered the use of the pupil premium - a £900 payment to schools for every pupil who is eligible for free school meals - to help those children reach their potential and reduce educational inequalities. today’s awards ceremony was a chance to showcase the work they do so other schools across the country can learn from their impressive results.
deputy prim"
44,df_selected_urls_2024_p2,276,https://www.gov.uk/government/news/pupil-premium-awards-celebrate-schools-helping-disadvantaged-pupils,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474746.1/wet/CC-MAIN-20240228211701-20240229001701-00829.warc.wet.gz,"pupil premium awards celebrate schools helping disadvantaged pupils - gov.uk
cookies on gov.uk
we us",school meals,"on and improve by innovative use of the pupil premium.
winning schools took home cash rewards of up to £10,000, in recognition of the way they have pioneered the use of the pupil premium - a £900 payment to schools for every pupil who is eligible for free school meals - to help those children reach their potential and reduce educational inequalities. today’s awards ceremony was a chance to showcase the work they do so other schools across the country can learn from their impressive results.
deputy prime min"
45,df_selected_urls_2024_p2,297,https://www.gov.uk/government/news/health-visitor-implementation-progress-report,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474775.80/wet/CC-MAIN-20240229003536-20240229033536-00681.warc.wet.gz,"health visitor implementation progress report - gov.uk
cookies on gov.uk
we use some essential cooki",sure start,"ogramme is to improve services and health outcomes in the early years for children, families and local communities, through expanding and strengthening the health visiting service. health visitors, working in partnership with gps, midwives, school nurses, sure start children’s centres and other local organisations, have a crucial role in ensuring that all young children are able to get best possible start in life and are given the opportunity to fulfil their potential.
the health visitor implementation prog"
46,df_selected_urls_2024_p2,400,https://www.gov.uk/government/news/government-sets-out-strategy-to-be-positive-for-youth,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474808.39/wet/CC-MAIN-20240229103115-20240229133115-00110.warc.wet.gz,"government sets out strategy to be positive for youth - gov.uk
cookies on gov.uk
we use some essenti",free school meals," 18s reporting that they are satisfied with their lives; * % of 16 to 19s volunteering; * % of 16 and 17 year olds in education and work-based learning; * % of 18 year olds in education, employment or training; * % of young people aged 19 who have claimed free school meals achieving level 3 (to focus on improving their outcomes relative to others) * % of 19 year olds achieving level 2; * % of 10 to 17 year olds who have not had any contact with the criminal justice system (as measured by a reprimand, warnin"
47,df_selected_urls_2024_p2,400,https://www.gov.uk/government/news/government-sets-out-strategy-to-be-positive-for-youth,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474808.39/wet/CC-MAIN-20240229103115-20240229133115-00110.warc.wet.gz,"government sets out strategy to be positive for youth - gov.uk
cookies on gov.uk
we use some essenti",school meals,"reporting that they are satisfied with their lives; * % of 16 to 19s volunteering; * % of 16 and 17 year olds in education and work-based learning; * % of 18 year olds in education, employment or training; * % of young people aged 19 who have claimed free school meals achieving level 3 (to focus on improving their outcomes relative to others) * % of 19 year olds achieving level 2; * % of 10 to 17 year olds who have not had any contact with the criminal justice system (as measured by a reprimand, warning or "
48,df_selected_urls_2024_p2,405,https://www.gov.uk/government/news/sure-start-childrens-centres-statutory-guidance,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474808.39/wet/CC-MAIN-20240229103115-20240229133115-00211.warc.wet.gz,"sure start children’s centres statutory guidance - gov.uk
cookies on gov.uk
we use some essential co",sure start,"sure start children’s centres statutory guidance - gov.uk
cookies on gov.uk
we use some essential cookies to make this website work.
we’d like to set additional cookies to understand how you use gov.uk, remember your settings and improve government service"
49,df_selected_urls_2024_p2,415,https://www.gov.uk/government/news/schools-minister-congratulates-students-on-their-a-and-as-levels-and-advanced-diploma-results,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474808.39/wet/CC-MAIN-20240229103115-20240229133115-00526.warc.wet.gz,schools minister congratulates students on their a and as levels and advanced diploma results - gov.,free school meals," effort into preparing young people.
despite everyone’s hard work there is still much work to be done. england has one of the most stratified and segregated school systems in the world. it is scandalous that of the 80,000 students in one year eligible for free school meals, just 45 got to oxbridge. the coalition government is committed to all young people, regardless of their background, having the best opportunity to achieve success. that is why we are determined to narrow the historic and entrenched attai"
50,df_selected_urls_2024_p2,415,https://www.gov.uk/government/news/schools-minister-congratulates-students-on-their-a-and-as-levels-and-advanced-diploma-results,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474808.39/wet/CC-MAIN-20240229103115-20240229133115-00526.warc.wet.gz,schools minister congratulates students on their a and as levels and advanced diploma results - gov.,school meals,"rt into preparing young people.
despite everyone’s hard work there is still much work to be done. england has one of the most stratified and segregated school systems in the world. it is scandalous that of the 80,000 students in one year eligible for free school meals, just 45 got to oxbridge. the coalition government is committed to all young people, regardless of their background, having the best opportunity to achieve success. that is why we are determined to narrow the historic and entrenched attainment"
51,df_selected_urls_2024_p2,427,https://www.gov.uk/government/news/early-learning-and-childrens-centres-government-sets-out-reform,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474808.39/wet/CC-MAIN-20240229103115-20240229133115-00851.warc.wet.gz,"early learning and children’s centres: government sets out reform - gov.uk
cookies on gov.uk
we use ",sure start,"their children are doing with the introduction of a new progress check for every two-year-old in early education. parents and professionals can be confident children are developing well and any problems will be picked up early.
as part of wider reforms to sure start children’s centres and early learning, the government is looking at ways to get parents and communities more involved in running children’s centres. new plans to be consulted on will also make it easier for parents to plan and balance their work"
52,df_selected_urls_2024_p2,427,https://www.gov.uk/government/news/early-learning-and-childrens-centres-government-sets-out-reform,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474808.39/wet/CC-MAIN-20240229103115-20240229133115-00851.warc.wet.gz,"early learning and children’s centres: government sets out reform - gov.uk
cookies on gov.uk
we use ",school readiness,"ans, to be consulted on in the autumn, to enable parents to access their free entitlement hours from 7am-7pm, and take the full 15 hours over two days rather than a minimum of three days.
a new core purpose for children’s centres, with a stronger focus on school readiness and supporting families. it clearly sets out the outcomes which children’s centres should be supporting.
exploring how we can find new ways of running children’s centres, such as mutuals and co-operative approaches, so parents and communit"
53,df_selected_urls_2024_p2,430,https://www.gov.uk/government/news/parents-get-more-information-about-school-performance,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474808.39/wet/CC-MAIN-20240229103115-20240229133115-00873.warc.wet.gz,"parents get more information about school performance - gov.uk
cookies on gov.uk
we use some essenti",free school meals,"r officially or unofficially when deciding to offer places to students.
barry day, chief executive of the greenwood academies trust, multiple sponsor with academies only in deprived areas including the nottingham academy - which has 35% of its children on free school meals, said:
the government is sending a clear and welcome message that those of us working in education must have higher expectations for young people. at the moment far too many students, especially from more deprived communities, are pushed "
54,df_selected_urls_2024_p2,430,https://www.gov.uk/government/news/parents-get-more-information-about-school-performance,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474808.39/wet/CC-MAIN-20240229103115-20240229133115-00873.warc.wet.gz,"parents get more information about school performance - gov.uk
cookies on gov.uk
we use some essenti",school meals,"icially or unofficially when deciding to offer places to students.
barry day, chief executive of the greenwood academies trust, multiple sponsor with academies only in deprived areas including the nottingham academy - which has 35% of its children on free school meals, said:
the government is sending a clear and welcome message that those of us working in education must have higher expectations for young people. at the moment far too many students, especially from more deprived communities, are pushed throu"
55,df_selected_urls_2024_p2,658,https://www.gov.uk/government/news/digital-service-launched-for-new-parents,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947476137.72/wet/CC-MAIN-20240302215752-20240303005752-00386.warc.wet.gz,"digital service launched for new parents - gov.uk
cookies on gov.uk
we use some essential cookies to",best start in life,"tors. the parenting classes and films we’re launching this week are an important part of that, providing clear, professionally-led advice on everything from teething to tantrums.”
health secretary andrew lansley said:
“we all want to give our children the best start in life. but sometimes, particularly for first-time parents, bringing a new baby home can be a daunting as well as a happy experience.
_“that is why we are determined to help people become more confident in becoming a parent - from pregnancy to "
56,df_selected_urls_2024_p2,669,https://www.gov.uk/government/news/not-enough-music-in-music-lessons,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947476137.72/wet/CC-MAIN-20240302215752-20240303005752-00474.warc.wet.gz,"not enough music in music lessons - gov.uk
cookies on gov.uk
we use some essential cookies to make t",free school meals,"response to music are given priority.
it recommends that schools do more to ensure the sustained participation and musical achievement of specific groups of pupils; particularly boys; pupils with special educational needs; pupils known to be in receipt of free school meals; and children who are looked after.
best practice case studies of music teaching highlighted in the report include a range of lessons from every type of school in different styles (see notes below). poor teaching also highlighted shows en"
57,df_selected_urls_2024_p2,669,https://www.gov.uk/government/news/not-enough-music-in-music-lessons,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947476137.72/wet/CC-MAIN-20240302215752-20240303005752-00474.warc.wet.gz,"not enough music in music lessons - gov.uk
cookies on gov.uk
we use some essential cookies to make t",school meals,"nse to music are given priority.
it recommends that schools do more to ensure the sustained participation and musical achievement of specific groups of pupils; particularly boys; pupils with special educational needs; pupils known to be in receipt of free school meals; and children who are looked after.
best practice case studies of music teaching highlighted in the report include a range of lessons from every type of school in different styles (see notes below). poor teaching also highlighted shows entire "
58,df_selected_urls_2024_p2,774,https://www.gov.uk/government/news/24-free-schools-to-open-across-england-this-year,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947476396.49/wet/CC-MAIN-20240303142747-20240303172747-00719.warc.wet.gz,"24 free schools to open across england this year - gov.uk
cookies on gov.uk
we use some essential co",free school meals,"any in areas where there is a shortage. they will also open in areas with historic educational underperformance.
under the coalition government’s radical new plans, free schools will also be able to prioritise the most disadvantaged children (eligible for free school meals) in their school admissions arrangements. with the pupil premium, there will be an even greater incentive for free schools to attract pupils that are most in need of high-quality education.
education secretary, michael gove, said:
the mos"
59,df_selected_urls_2024_p2,774,https://www.gov.uk/government/news/24-free-schools-to-open-across-england-this-year,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947476396.49/wet/CC-MAIN-20240303142747-20240303172747-00719.warc.wet.gz,"24 free schools to open across england this year - gov.uk
cookies on gov.uk
we use some essential co",school meals,"n areas where there is a shortage. they will also open in areas with historic educational underperformance.
under the coalition government’s radical new plans, free schools will also be able to prioritise the most disadvantaged children (eligible for free school meals) in their school admissions arrangements. with the pupil premium, there will be an even greater incentive for free schools to attract pupils that are most in need of high-quality education.
education secretary, michael gove, said:
the most imp"
60,df_selected_urls_2024_p2,861,https://www.gov.uk/government/news/access-agreements-for-universities,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947476452.25/wet/CC-MAIN-20240304133241-20240304163241-00715.warc.wet.gz,"access agreements for universities - gov.uk
cookies on gov.uk
we use some essential cookies to make ",free school meals,"bition and ability, whatever their background, should face barriers to accessing higher education.
“progress over the past few years in securing fair access to the most selective universities has been inadequate. only around 40 pupils out of the 80,000 on free school meals currently make it to oxbridge at the moment.
“the government therefore tasked offa with setting more demanding tests than in previous years. we are satisfied that universities and colleges are showing their determination to improve. indee"
61,df_selected_urls_2024_p2,861,https://www.gov.uk/government/news/access-agreements-for-universities,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947476452.25/wet/CC-MAIN-20240304133241-20240304163241-00715.warc.wet.gz,"access agreements for universities - gov.uk
cookies on gov.uk
we use some essential cookies to make ",school meals,"n and ability, whatever their background, should face barriers to accessing higher education.
“progress over the past few years in securing fair access to the most selective universities has been inadequate. only around 40 pupils out of the 80,000 on free school meals currently make it to oxbridge at the moment.
“the government therefore tasked offa with setting more demanding tests than in previous years. we are satisfied that universities and colleges are showing their determination to improve. indeed, by"
62,df_news_filtered_2025,303,https://www.gov.uk/government/news/public-consultation-passported-benefits-under-universal-credit-review-and-advice,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2025-43/segments/1759648358298.52/wet/CC-MAIN-20251007140708-20251007170708-00483.warc.wet.gz,"public consultation: passported benefits under universal credit – review and advice - gov.uk
cookies",free school meals,"ations, including government departments, the devolved administrations, local authorities, and other bodies both within and outside of government, including commercial organisations. passported benefits can be differentiated into: benefits in kind such as free school meals, free milk, fruit and vegetables, and vitamins, free prescriptions; cash benefits such as support for travel costs to hospitals or prisons; and discounts on charges or fees such as leisure discounts.
government departments and the devolve"
63,df_news_filtered_2025,303,https://www.gov.uk/government/news/public-consultation-passported-benefits-under-universal-credit-review-and-advice,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2025-43/segments/1759648358298.52/wet/CC-MAIN-20251007140708-20251007170708-00483.warc.wet.gz,"public consultation: passported benefits under universal credit – review and advice - gov.uk
cookies",school meals,"s, including government departments, the devolved administrations, local authorities, and other bodies both within and outside of government, including commercial organisations. passported benefits can be differentiated into: benefits in kind such as free school meals, free milk, fruit and vegetables, and vitamins, free prescriptions; cash benefits such as support for travel costs to hospitals or prisons; and discounts on charges or fees such as leisure discounts.
government departments and the devolved adm"
64,df_news_filtered_2025,671,https://www.gov.uk/government/news/free-chickenpox-vaccination-offered-for-first-time-to-children,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2025-43/segments/1759648358967.31/wet/CC-MAIN-20251013111241-20251013141241-00860.warc.wet.gz,"free chickenpox vaccination offered for first time to children - gov.uk
cookies on gov.uk
we use som",best start in life,"ccination programme since the menb vaccine in 2015.
meanwhile, the department for education has recently announced plans to roll out best start family hubs in every local area, relieving pressure on parents and giving half a million more children the very best start in life.
the eligibility criteria for children will be set out in clinical guidance covering which age groups will get the mmrv vaccine and when, to ensure the most effective protection for children.
as with other childhood immunisations, parent"
65,df_news_filtered_2025,671,https://www.gov.uk/government/news/free-chickenpox-vaccination-offered-for-first-time-to-children,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2025-43/segments/1759648358967.31/wet/CC-MAIN-20251013111241-20251013141241-00860.warc.wet.gz,"free chickenpox vaccination offered for first time to children - gov.uk
cookies on gov.uk
we use som",family hubs,"ental care.
this is the first time protection against another disease has been added to the routine childhood vaccination programme since the menb vaccine in 2015.
meanwhile, the department for education has recently announced plans to roll out best start family hubs in every local area, relieving pressure on parents and giving half a million more children the very best start in life.
the eligibility criteria for children will be set out in clinical guidance covering which age groups will get the mmrv vacci"
66,df_news_filtered_2025,671,https://www.gov.uk/government/news/free-chickenpox-vaccination-offered-for-first-time-to-children,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2025-43/segments/1759648358967.31/wet/CC-MAIN-20251013111241-20251013141241-00860.warc.wet.gz,"free chickenpox vaccination offered for first time to children - gov.uk
cookies on gov.uk
we use som",free school meals,"ealthy and prevent sickness from these highly contagious viruses.
the mmrv vaccine rollout forms part of the government’s overall aim to ensure young people thrive, as part of the 10 year health plan. this includes expanding access to vaccines, as well as free school meals, mental health support and dental care.
this is the first time protection against another disease has been added to the routine childhood vaccination programme since the menb vaccine in 2015.
meanwhile, the department for education has re"
67,df_news_filtered_2025,671,https://www.gov.uk/government/news/free-chickenpox-vaccination-offered-for-first-time-to-children,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2025-43/segments/1759648358967.31/wet/CC-MAIN-20251013111241-20251013141241-00860.warc.wet.gz,"free chickenpox vaccination offered for first time to children - gov.uk
cookies on gov.uk
we use som",school meals,"y and prevent sickness from these highly contagious viruses.
the mmrv vaccine rollout forms part of the government’s overall aim to ensure young people thrive, as part of the 10 year health plan. this includes expanding access to vaccines, as well as free school meals, mental health support and dental care.
this is the first time protection against another disease has been added to the routine childhood vaccination programme since the menb vaccine in 2015.
meanwhile, the department for education has recentl"
68,df_news_filtered_2025,872,https://www.gov.uk/government/news/schools-colleges-and-early-years-settings-to-close?utm_source=ab2c52ba-df74-46bf-a3ab-b18ebfb5a001&utm_medium=email&utm_campaign=govuk-notifications&utm_content=daily,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2025-43/segments/1759648659977.75/wet/CC-MAIN-20251015230254-20251016020254-00553.warc.wet.gz,"schools, colleges and early years settings to close - gov.uk
cookies on gov.uk
we use some essential",free school meals,"erable children i am confident we will help beat this virus.
i am deeply grateful for the civic spirit and dedication of everyone working in education, and i will continue to provide my full support throughout this crisis.
to support children eligible for free school meals, schools will be able to provide meals or vouchers for supermarkets or local shops.
the government has also confirmed that the total value of vouchers offered to each eligible child per week will exceed the rate it pays to schools for fre"
69,df_news_filtered_2025,872,https://www.gov.uk/government/news/schools-colleges-and-early-years-settings-to-close?utm_source=ab2c52ba-df74-46bf-a3ab-b18ebfb5a001&utm_medium=email&utm_campaign=govuk-notifications&utm_content=daily,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2025-43/segments/1759648659977.75/wet/CC-MAIN-20251015230254-20251016020254-00553.warc.wet.gz,"schools, colleges and early years settings to close - gov.uk
cookies on gov.uk
we use some essential",school meals,"e children i am confident we will help beat this virus.
i am deeply grateful for the civic spirit and dedication of everyone working in education, and i will continue to provide my full support throughout this crisis.
to support children eligible for free school meals, schools will be able to provide meals or vouchers for supermarkets or local shops.
the government has also confirmed that the total value of vouchers offered to each eligible child per week will exceed the rate it pays to schools for free sch"
70,df_news_filtered_2025,886,https://www.gov.uk/government/news/employment-support-launched-for-over-a-million-people,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2025-43/segments/1759648663798.77/wet/CC-MAIN-20251016113935-20251016143935-00213.warc.wet.gz,"employment support launched for over a million people - gov.uk
cookies on gov.uk
we use some essenti",free school meals,"losed of individuals who are solely eligible for the standard allowance, meaning they are not receiving additional child, housing or disability universal credit payments. this means parents claiming the child element and receiving additional benefits like free school meals are not in scope of this measure and will not lose out. this is also the case for disabled claimants in receipt of the disability element of uc and receiving any additional benefits derived from their uc eligibility; investigating positiv"
71,df_news_filtered_2025,886,https://www.gov.uk/government/news/employment-support-launched-for-over-a-million-people,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2025-43/segments/1759648663798.77/wet/CC-MAIN-20251016113935-20251016143935-00213.warc.wet.gz,"employment support launched for over a million people - gov.uk
cookies on gov.uk
we use some essenti",school meals," of individuals who are solely eligible for the standard allowance, meaning they are not receiving additional child, housing or disability universal credit payments. this means parents claiming the child element and receiving additional benefits like free school meals are not in scope of this measure and will not lose out. this is also the case for disabled claimants in receipt of the disability element of uc and receiving any additional benefits derived from their uc eligibility; investigating positive cla"
